0.3018 0.0
0.3038 0.0
0.3058 0.0
0.3078 0.0
0.3098 0.0
0.3118 0.0
0.3138 0.0
0.3158 0.0
0.3178 0.0
0.3198 0.0
0.3218 0.0
0.3238 0.0
0.3258 0.0
0.3278 0.0
0.3298 0.0
0.3318 0.0
0.3338 0.0
0.3358 0.0
0.3378 0.0
0.3398 0.0
0.3418 0.0
0.3438 0.0
0.3458 0.0
0.3478 0.0
0.3498 0.0
0.3518 0.0
0.3538 0.0
0.3558 0.0
0.3578 0.0
0.3598 0.0
0.3618 0.0
0.3638 0.0
0.3658 0.0
0.3678 0.0
0.3698 0.0
0.3718 0.350675
0.3738 0.351425
0.3758 0.352175
0.3778 0.352925
0.3798 0.353675
0.3818 0.354425
0.3838 0.355175
0.3858 0.355925
0.3878 0.356675
0.3898 0.357425
0.3918 0.358175
0.3938 0.358925
0.3958 0.359675
0.3978 0.360425
0.3998 0.361175
0.4018 0.361925
0.4038 0.362675
0.4058 0.363425
0.4078 0.364175
0.4098 0.364925
0.4118 0.37216
0.4138 0.380115555556
0.4158 0.388071111111
0.4178 0.396026666667
0.4198 0.403982222222
0.4218 0.411937777778
0.4238 0.419893333333
0.4258 0.427848888889
0.4278 0.435804444444
0.4298 0.44376
0.4318 0.451715555556
0.4338 0.459671111111
0.4358 0.467626666667
0.4378 0.475582222222
0.4398 0.483537777778
0.4418 0.491493333333
0.4438 0.499448888889
0.4458 0.507404444444
0.4478 0.51536
0.4498 0.523315555556
0.4518 0.531271111111
0.4538 0.539226666667
0.4558 0.551253333333
0.4578 0.569386666667
0.4598 0.58752
0.4618 0.605653333333
0.4638 0.623786666667
0.4658 0.64192
0.4678 0.660053333333
0.4698 0.678186666667
0.4718 0.68
0.4738 0.68
0.4758 0.68
0.4778 0.68
0.4798 0.68
0.4818 0.68
0.4838 0.68
0.4858 0.68
0.4878 0.68
0.4898 0.68
0.4918 0.68
0.4938 0.68
0.4958 0.68
0.4978 0.68
0.4998 0.68
0.5018 0.68
0.5038 0.68
0.5058 0.68
0.5078 0.68
0.5098 0.68
0.5118 0.68
0.5138 0.68
0.5158 0.68
0.5178 0.68
0.5198 0.68
0.5218 0.68
0.5238 0.68
0.5258 0.68
0.5278 0.68
0.5298 0.68
0.5318 0.68
0.5338 0.68
0.5358 0.68
0.5378 0.68
0.5398 0.68
0.5418 0.68
0.5438 0.68
0.5458 0.68
0.5478 0.68
0.5498 0.68
0.5518 0.68
0.5538 0.68
0.5558 0.68
0.5578 0.68
0.5598 0.68
0.5618 0.68
0.5638 0.68
0.5658 0.68
0.5678 0.68
0.5698 0.68
0.5718 0.68
0.5738 0.68
0.5758 0.68
0.5778 0.68
0.5798 0.68
0.5818 0.68
0.5838 0.68
0.5858 0.68
0.5878 0.68
0.5898 0.68
0.5918 0.68
0.5938 0.68
0.5958 0.68
0.5978 0.68
0.5998 0.68
0.6018 0.67316
0.6038 0.66556
0.6058 0.65796
0.6078 0.65036
0.6098 0.64276
0.6118 0.63516
0.6138 0.62756
0.6158 0.61996
0.6178 0.61236
0.6198 0.60476
0.6218 0.59716
0.6238 0.58956
0.6258 0.58196
0.6278 0.57436
0.6298 0.56676
0.6318 0.55916
0.6338 0.55156
0.6358 0.54396
0.6378 0.53636
0.6398 0.52876
0.6418 0.52116
0.6438 0.51356
0.6458 0.50596
0.6478 0.49836
0.6498 0.49076
0.6518 0.48352
0.6538 0.47632
0.6558 0.46912
0.6578 0.46192
0.6598 0.45472
0.6618 0.44752
0.6638 0.44032
0.6658 0.43312
0.6678 0.42592
0.6698 0.41872
0.6718 0.41152
0.6738 0.40432
0.6758 0.39712
0.6778 0.38992
0.6798 0.38272
0.6818 0.37552
0.6838 0.36832
0.6858 0.36112
0.6878 0.35392
0.6898 0.34672
0.6918 0.33952
0.6938 0.33232
0.6958 0.32512
0.6978 0.31792
0.6998 0.31072
0.7018 0.30442
0.7038 0.29822
0.7058 0.29202
0.7078 0.28582
0.7098 0.27962
0.7118 0.27342
0.7138 0.26722
0.7158 0.26102
0.7178 0.25482
0.7198 0.24862
0.7218 0.24242
0.7238 0.23622
0.7258 0.23002
0.7278 0.22382
0.7298 0.21762
0.7318 0.21142
0.7338 0.20522
0.7358 0.19902
0.7378 0.19282
0.7398 0.18662
0.7418 0.18042
0.7438 0.17422
0.7458 0.16802
0.7478 0.16182
0.7498 0.15562
0.7518 0.14942
0.7538 0.14322
0.7558 0.13702
0.7578 0.13082
0.7598 0.12462
0.7618 0.11842
0.7638 0.11222
0.7658 0.10602
0.7678 0.09982
0.7698 0.09362
0.7718 0.08742
0.7738 0.08122
0.7758 0.07502
0.7778 0.06882
0.7798 0.06262
0.7818 0.05642
0.7838 0.05022
0.7858 0.04402
0.7878 0.03782
0.7898 0.03162
0.7918 0.02542
0.7938 0.01922
0.7958 0.01302
0.7978 0.00682
0.7998 0.00062
