 0.68  0.00 
 0.70  0.01 
 0.72  0.17 
 0.74  0.36 
 0.76  0.56 
 0.78  0.76 
 0.80  0.96 
 0.82  0.98 
 0.84  0.99 
 0.86  1.00 
 0.88  0.98 
 0.90  0.93 
 0.92  0.84 
 0.94  0.71 
 0.96  0.58 
 0.98  0.47 
 1.00  0.36 
 1.02  0.28 
 1.04  0.20 
 1.06  0.15 
 1.08  0.10 
 1.10  0.08 
 1.12  0.05 
 1.14  0.03  
 1.16  0.02  
 1.20  0.00
