-14.75 0.0
-14.5 0.000179112124341
-14.25 -0.000394420610674
-14.0 -0.00119285526674
-13.75 -0.00242115434419
-13.5 -0.00338433562449
-13.25 -0.00428810269614
-13.0 -0.00499261418056
-12.75 -0.00564890158345
-12.5 -0.00632344955891
-12.25 -0.00697489310975
-12.0 -0.00757428422878
-11.75 -0.00804220791429
-11.5 -0.00810656426018
-11.25 -0.00825809668421
-11.0 -0.00784671731168
-10.75 -0.00761876831032
-10.5 -0.00719321053453
-10.25 -0.00665882371833
-10.0 -0.00623402807942
-9.75 -0.00589616527038
-9.5 -0.00610002164869
-9.25 -0.0070131713475
-9.0 -0.00867541764678
-8.75 -0.0107987812703
-8.5 -0.0132402612832
-8.25 -0.0147495259872
-8.0 -0.015852196787
-7.75 -0.0154040894437
-7.5 -0.0144478905258
-7.25 -0.0126961441499
-7.0 -0.0111688748983
-6.75 -0.0102411453315
-6.5 -0.0102445971468
-6.25 -0.0110510349967
-6.0 -0.0126852696816
-5.75 -0.0145349518405
-5.5 -0.0170993659372
-5.25 -0.0187784389482
-5.0 -0.0202141353908
-4.75 -0.021069967519
-4.5 -0.0211752326061
-4.25 -0.0215936611197
-4.0 -0.0211082316238
-3.75 -0.0205828280992
-3.5 -0.0192242929397
-3.25 -0.0165376237709
-3.0 -0.0124681298017
-2.75 -0.00672970500845
-2.5 0.000119513891361
-2.25 0.00887988106952
-2.0 0.0185588140859
-1.75 0.029949175421
-1.5 0.0423218841111
-1.25 0.0553141396817
-1.0 0.0679894456547
-0.75 0.0796945918207
-0.5 0.0895114072904
-0.25 0.0976116922233
0.0 0.102576444905
0.25 0.105317697447
0.5 0.10470462144
0.75 0.10199923847
1.0 0.0964791977802
1.25 0.0890739700019
1.5 0.0794929667785
1.75 0.0685625057709
2.0 0.0567483389652
2.25 0.0447899947875
2.5 0.0332066431602
2.75 0.0220730566636
3.0 0.0119825646518
3.25 0.00296803247321
3.5 -0.0043883866929
3.75 -0.0105687671467
4.0 -0.0153302630027
4.25 -0.0189562744413
4.5 -0.021198850809
4.75 -0.0225016827694
5.0 -0.022436386093
5.25 -0.0216508698523
5.5 -0.0202642603934
5.75 -0.0187031848405
6.0 -0.0171314122129
6.25 -0.0157014852844
6.5 -0.0143758483247
6.75 -0.0130007092239
7.0 -0.0117459755348
7.25 -0.0105252006005
7.5 -0.00961099103704
7.75 -0.00884675665849
8.0 -0.00861202389572
8.25 -0.00854173142868
8.5 -0.00892752212333
8.75 -0.00919169851023
9.0 -0.0100571802436
9.25 -0.0108437368803
9.5 -0.0118049682273
9.75 -0.0116907663567
10.0 -0.011607355659
10.25 -0.0104318603439
10.5 -0.00940445862889
10.75 -0.00820374211596
11.0 -0.0070383549189
11.25 -0.0062294400376
11.5 -0.00567665117288
11.75 -0.00562482803899
12.0 -0.00610146565686
12.25 -0.00701369123406
12.5 -0.00802332818611
12.75 -0.00908667174728
13.0 -0.0101509302795
13.25 -0.0105565539907
13.5 -0.0111902421681
13.75 -0.010928281786
14.0 -0.0107107550324
14.25 -0.00987013842124
14.5 -0.00899187319535
14.75 -0.00804370944712
15.0 -0.00754518971616
